Events,Location,Date,R_fighter,B_fighter,Winner,R_odds,B_odds,Favorite,Who_won
UFC 255,Las Vegas,2020-11-21,Louis Cosce,Sasha Palatnikov,Sasha Palatnikov,-385,330,Louis Cosce,underdog
UFC Vegas 15,Las Vegas,2020-11-29,Anthony Smith,Devin Clark,Anthony Smith,-135,125,Anthony Smith,favorite
UFC Vegas 15,Las Vegas,2020-11-29,Miguel Baeza,Takashi Sato,Miguel Baeza,-175,174,Miguel Baeza,favorite
UFC Vegas 15,Las Vegas,2020-11-29,Parker Porter,Josh Parisian,Parker Porter,187,-200,Josh Parisian,underdog
UFC Vegas 15,Las Vegas,2020-11-29,Bill Algeo,Spike Carlyle,Bill Algeo,166,-175,Spike Carlyle,underdog
UFC Vegas 15,Las Vegas,2020-11-29,Norma Dumont,Ashlee Evans-Smith,Norma Dumont,130,-135,Ashlee Evans-Smith,underdog
UFC Vegas 15,Las Vegas,2020-11-29,Kai Kamaka,Jonathan Pearce,Jonathan Pearce,-333,260,Kai Kamaka,underdog
UFC Vegas 15,Las Vegas,2020-11-29,Martin Day,Anderson dos Santos,Anderson dos Santos,-154,145,Martin Day,underdog
UFC Vegas 15,Las Vegas,2020-11-29,Rachael Ostovich,Gina Mazany,Gina Mazany,170,-179,Gina Mazany,favorite
UFC Vegas 15,Las Vegas,2020-11-29,Su Mudaerji,Malcolm Gordon,Su Mudaerji,-303,285,Su Mudaerji,favorite
UFC Vegas 15,Las Vegas,2020-11-29,Luke Sanders,Nathan Maness,Nathan Maness,-149,140,Luke Sanders,underdog
UFC Vegas 16,Las Vegas,2020-12-06,Jack Hermansson,Marvin Vettori,Marvin Vettori,124,-120,Marvin Vettori,favorite
UFC Vegas 16,Las Vegas,2020-12-06,Ovince St Preux,Jamahal Hill,Jamahal Hill,165,-167,Jamahal Hill,favorite
UFC Vegas 16,Las Vegas,2020-12-06,Gabriel Benitez,Justin Jaynes,Gabriel Benitez,-217,200,Gabriel Benitez,favorite
UFC Vegas 16,Las Vegas,2020-12-06,Roman Dolidze,John Allan,Roman Dolidze,-182,185,Roman Dolidze,favorite
UFC Vegas 16,Las Vegas,2020-12-06,Matt Wiman,Jordan Leavitt,Jordan Leavitt,365,-400,Jordan Leavitt,favorite
UFC Vegas 16,Las Vegas,2020-12-06,Louis Smolka,Jose Quinonez,Louis Smolka,-130,125,Louis Smolka,favorite
UFC Vegas 16,Las Vegas,2020-12-06,Damon Jackson,Ilia Topuria,Ilia Topuria,230,-250,Ilia Topuria,favorite
UFC Vegas 16,Las Vegas,2020-12-06,Gian Villante,Jake Collier,Jake Collier,-185,175,Gian Villante,underdog
UFC 256,Las Vegas,2020-12-13,Tony Ferguson,Charles Oliveira,Charles Oliveira,-154,147,Tony Ferguson,underdog
UFC 256,Las Vegas,2020-12-13,Mackenzie Dern,Virna Jandiroba,Mackenzie Dern,-161,155,Mackenzie Dern,favorite
UFC 256,Las Vegas,2020-12-13,Ronaldo Souza,Kevin Holland,Kevin Holland,-109,105,Ronaldo Souza,underdog
UFC 256,Las Vegas,2020-12-13,Junior dos Santos,Ciryl Gane,Ciryl Gane,350,-400,Ciryl Gane,favorite
UFC 256,Las Vegas,2020-12-13,Cub Swanson,Daniel Pineda,Cub Swanson,145,-154,Daniel Pineda,underdog
UFC 256,Las Vegas,2020-12-13,Renato Moicano,Rafael Fiziev,Rafael Fiziev,115,-125,Rafael Fiziev,favorite
UFC 256,Las Vegas,2020-12-13,Billy Quarantillo,Gavin Tucker,Gavin Tucker,-169,160,Billy Quarantillo,underdog
UFC 256,Las Vegas,2020-12-13,Tecia Pennington,Sam Hughes,Tecia Pennington,-588,515,Tecia Pennington,favorite
UFC 256,Las Vegas,2020-12-13,Chase Hooper,Peter Barrett,Chase Hooper,-278,261,Chase Hooper,favorite
UFC Vegas 17,Las Vegas,2020-12-19,Stephen Thompson,Geoff Neal,Stephen Thompson,100,-105,Geoff Neal,underdog
UFC Vegas 17,Las Vegas,2020-12-19,Jose Aldo,Marlon Vera,Jose Aldo,-130,132,Jose Aldo,favorite
UFC Vegas 17,Las Vegas,2020-12-19,Michel Pereira,Kalinn Williams,Michel Pereira,-112,102,Michel Pereira,favorite
UFC Vegas 17,Las Vegas,2020-12-19,Marlon Moraes,Rob Font,Rob Font,-143,135,Marlon Moraes,underdog
UFC Vegas 17,Las Vegas,2020-12-19,Greg Hardy,Marcin Tybura,Marcin Tybura,-110,102,Greg Hardy,underdog
UFC Vegas 17,Las Vegas,2020-12-19,Anthony Pettis,Alex Morono,Anthony Pettis,-208,190,Anthony Pettis,favorite
UFC Vegas 17,Las Vegas,2020-12-19,Pannie Kianzad,Sijara Eubanks,Pannie Kianzad,137,-147,Sijara Eubanks,underdog
UFC Vegas 17,Las Vegas,2020-12-19,Deron Winn,Antonio Arroyo,Deron Winn,150,-161,Antonio Arroyo,underdog
UFC Vegas 17,Las Vegas,2020-12-19,Gillian Robertson,Taila Santos,Taila Santos,-110,100,Gillian Robertson,underdog
UFC Vegas 17,Las Vegas,2020-12-19,Jamie Pickett,Tafon Nchukwi,Tafon Nchukwi,276,-303,Tafon Nchukwi,favorite
UFC Vegas 17,Las Vegas,2020-12-19,Jimmy Flick,Cody Durden,Jimmy Flick,-145,135,Jimmy Flick,favorite
UFC Vegas 17,Las Vegas,2020-12-19,Christos Giagos,Carlton Minus,Christos Giagos,-312,285,Christos Giagos,favorite
UFC FN,Yas Island,2021-01-16,Max Holloway,Calvin Kattar,Max Holloway,-149,150,Max Holloway,favorite
UFC FN,Yas Island,2021-01-16,Carlos Condit,Matt Brown,Carlos Condit,-164,165,Carlos Condit,favorite
UFC FN,Yas Island,2021-01-16,Santiago Ponzinibbio,Li Jingliang,Li Jingliang,-303,290,Santiago Ponzinibbio,underdog
UFC FN,Yas Island,2021-01-16,Joaquin Buckley,Alessio Di Chirico,Alessio Di Chirico,-263,236,Joaquin Buckley,underdog
UFC FN,Yas Island,2021-01-16,Punahele Soriano,Dusko Todorovic,Punahele Soriano,138,-145,Dusko Todorovic,underdog
UFC FN,Yas Island,2021-01-16,Yanan Wu,Joselyne Edwards,Joselyne Edwards,-104,-105,Joselyne Edwards,favorite
UFC FN,Yas Island,2021-01-16,Carlos Felipe,Justin Tafa,Carlos Felipe,-189,174,Carlos Felipe,favorite
UFC FN,Yas Island,2021-01-16,David Zawada,Ramazan Emeev,Ramazan Emeev,216,-244,Ramazan Emeev,favorite
UFC FN,Yas Island,2021-01-16,Sarah Moras,Vanessa Melo,Vanessa Melo,-238,216,Sarah Moras,underdog
UFC FN,Yas Island,2021-01-16,Austin Lingo,Jacob Kilburn,Austin Lingo,-204,185,Austin Lingo,favorite
UFC 257,Yas Island,2021-01-24,Conor McGregor,Dustin Poirier,Dustin Poirier,-286,270,Conor McGregor,underdog
UFC 257,Yas Island,2021-01-24,Daniel Hooker,Michael Chandler,Michael Chandler,-120,113,Daniel Hooker,underdog
UFC 257,Yas Island,2021-01-24,Jessica Eye,Joanne Wood,Joanne Wood,103,-112,Joanne Wood,favorite
UFC 257,Yas Island,2021-01-24,Makhmud Muradov,Andrew Sanchez,Makhmud Muradov,-164,155,Makhmud Muradov,favorite
UFC 257,Yas Island,2021-01-24,Marina Alcalde Rodriguez,Amanda Ribas,Marina Alcalde Rodriguez,260,-286,Amanda Ribas,underdog
UFC 257,Yas Island,2021-01-24,Matt Frevola,Arman Tsarukyan,Arman Tsarukyan,530,-588,Arman Tsarukyan,favorite
UFC 257,Yas Island,2021-01-24,Brad Tavares,Antonio Carlos Junior,Brad Tavares,-132,120,Brad Tavares,favorite
UFC 257,Yas Island,2021-01-24,Sara McMann,Julianna Pena,Julianna Pena,-120,113,Sara McMann,underdog
UFC 257,Yas Island,2021-01-24,Khalil Rountree,Marcin Prachnio,Marcin Prachnio,-312,274,Khalil Rountree,underdog
UFC 257,Yas Island,2021-01-24,Movsar Evloev,Nik Lentz,Movsar Evloev,-556,545,Movsar Evloev,favorite
UFC 257,Yas Island,2021-01-24,Amir Albazi,Zhalgas Zhumagulov,Amir Albazi,105,-112,Zhalgas Zhumagulov,underdog
UFC FN,Las Vegas,2021-02-06,Alistair Overeem,Alexander Volkov,Alexander Volkov,164,-175,Alexander Volkov,favorite
UFC FN,Las Vegas,2021-02-06,Cory Sandhagen,Frankie Edgar,Cory Sandhagen,-345,351,Cory Sandhagen,favorite
UFC FN,Las Vegas,2021-02-06,Michael Johnson,Clay Guida,Clay Guida,-200,186,Michael Johnson,underdog
UFC FN,Las Vegas,2021-02-06,Alexandre Pantoja,Manel Kape,Alexandre Pantoja,-127,115,Alexandre Pantoja,favorite
UFC FN,Las Vegas,2021-02-06,Carlos Diego Ferreira,Beneil Dariush,Beneil Dariush,-118,104,Carlos Diego Ferreira,underdog
UFC FN,Las Vegas,2021-02-06,Mike Rodriguez,Danilo Marques,Danilo Marques,-227,211,Mike Rodriguez,underdog
UFC FN,Las Vegas,2021-02-06,Devonte Smith,Justin Jaynes,Devonte Smith,-312,290,Devonte Smith,favorite
UFC FN,Las Vegas,2021-02-06,Joselyne Edwards,Karol Rosa,Karol Rosa,215,-217,Karol Rosa,favorite
UFC FN,Las Vegas,2021-02-06,Molly McCann,Lara Fritzen Procopio,Lara Fritzen Procopio,-152,141,Molly McCann,underdog
UFC FN,Las Vegas,2021-02-06,Seung Woo Choi,Youssef Zalal,Seung Woo Choi,206,-204,Youssef Zalal,underdog
UFC FN,Las Vegas,2021-02-06,Martin Day,Timur Valiev,Timur Valiev,287,-323,Timur Valiev,favorite
UFC FN,Las Vegas,2021-02-06,Ode Osbourne,Jerome Rivera,Ode Osbourne,-222,185,Ode Osbourne,favorite
UFC Fight Night 185,Las Vegas,2021-02-20,Curtis Blaydes,Derrick Lewis,Derrick Lewis,-385,336,Curtis Blaydes,underdog
UFC Fight Night 185,Las Vegas,2021-02-20,Ketlen Vieira,Yana Santos,Yana Santos,-256,231,Ketlen Vieira,underdog
UFC Fight Night 185,Las Vegas,2021-02-20,Charles Rosa,Darrick Minner,Darrick Minner,-179,169,Charles Rosa,underdog
UFC Fight Night 185,Las Vegas,2021-02-20,Aleksei Oleinik,Chris Daukaus,Chris Daukaus,153,-159,Chris Daukaus,favorite
UFC Fight Night 185,Las Vegas,2021-02-20,Nassourdine Imavov,Phil Hawes,Phil Hawes,108,-120,Phil Hawes,favorite
UFC Fight Night 185,Las Vegas,2021-02-20,Andrei Arlovski,Tom Aspinall,Tom Aspinall,211,-238,Tom Aspinall,favorite
UFC Fight Night 185,Las Vegas,2021-02-20,Danny Chavez,Jared Gordon,Jared Gordon,-133,123,Danny Chavez,underdog
UFC Fight Night 185,Las Vegas,2021-02-20,Eddie Wineland,John Castaneda,John Castaneda,113,-120,John Castaneda,favorite
UFC Fight Night 185,Las Vegas,2021-02-20,Julian Erosa,Nate Landwehr,Julian Erosa,-110,100,Julian Erosa,favorite
UFC Fight Night 185,Las Vegas,2021-02-20,Shana Dobson,Casey O'Neill,Casey O'Neill,130,-141,Casey O'Neill,favorite
UFC Fight Night 185,Las Vegas,2021-02-20,Aiemann Zahabi,Drako Rodriguez,Aiemann Zahabi,160,-167,Drako Rodriguez,underdog
UFC Fight Night 185,Las Vegas,2021-02-20,Sergey Spivak,Jared Vanderaa,Sergey Spivak,-233,206,Sergey Spivak,favorite
UFC Fight Night 186,Las Vegas,2021-02-28,Jairzinho Rozenstruik,Ciryl Gane,Ciryl Gane,225,-233,Ciryl Gane,favorite
UFC Fight Night 186,Las Vegas,2021-02-28,Nikita Krylov,Magomed Ankalaev,Magomed Ankalaev,290,-294,Magomed Ankalaev,favorite
UFC Fight Night 186,Las Vegas,2021-02-28,Pedro Munhoz,Jimmie Rivera,Pedro Munhoz,130,-141,Jimmie Rivera,underdog
UFC Fight Night 186,Las Vegas,2021-02-28,Alex Caceres,Kevin Croom,Alex Caceres,-179,163,Alex Caceres,favorite
UFC Fight Night 186,Las Vegas,2021-02-28,Alexander Hernandez,Thiago Moises,Thiago Moises,-200,200,Alexander Hernandez,underdog
UFC Fight Night 186,Las Vegas,2021-02-28,Alexis Davis,Sabina Mazo,Alexis Davis,180,-196,Sabina Mazo,underdog
UFC Fight Night 186,Las Vegas,2021-02-28,Vince Cachero,Ronnie Lawrence,Ronnie Lawrence,150,-154,Ronnie Lawrence,favorite
UFC Fight Night 186,Las Vegas,2021-02-28,Dustin Jacoby,Maxim Grishin,Dustin Jacoby,-167,158,Dustin Jacoby,favorite
UFC 259,Las Vegas,2021-03-06,Israel Adesanya,Jan Blachowicz,Jan Blachowicz,-227,204,Israel Adesanya,underdog
UFC 259,Las Vegas,2021-03-06,Amanda Nunes,Megan Anderson,Amanda Nunes,-625,702,Amanda Nunes,favorite
UFC 259,Las Vegas,2021-03-06,Petr Yan,Aljamain Sterling,Aljamain Sterling,-108,100,Petr Yan,underdog
UFC 259,Las Vegas,2021-03-06,Islam Makhachev,Drew Dober,Islam Makhachev,-345,325,Islam Makhachev,favorite
UFC 259,Las Vegas,2021-03-06,Thiago Santos,Aleksandar Rakic,Aleksandar Rakic,143,-149,Aleksandar Rakic,favorite
UFC 259,Las Vegas,2021-03-06,Dominick Cruz,Casey Kenney,Dominick Cruz,120,-120,Casey Kenney,underdog
UFC 259,Las Vegas,2021-03-06,Yadong Song,Kyler Phillips,Kyler Phillips,-149,143,Yadong Song,underdog
UFC 259,Las Vegas,2021-03-06,Joseph Benavidez,Askar Askarov,Askar Askarov,114,-118,Askar Askarov,favorite
UFC 259,Las Vegas,2021-03-06,Rogerio Bontorin,Kai Kara-France,Kai Kara-France,118,-132,Kai Kara-France,favorite
UFC 259,Las Vegas,2021-03-06,Tim Elliott,Jordan Espinosa,Tim Elliott,105,-108,Jordan Espinosa,underdog
UFC 259,Las Vegas,2021-03-06,Carlos Ulberg,Kennedy Nzechukwu,Kennedy Nzechukwu,-238,216,Carlos Ulberg,underdog
UFC 259,Las Vegas,2021-03-06,Sean Brady,Jake Matthews,Sean Brady,-196,180,Sean Brady,favorite
UFC 259,Las Vegas,2021-03-06,Livia Renata Souza,Amanda Lemos,Amanda Lemos,201,-227,Amanda Lemos,favorite
UFC 259,Las Vegas,2021-03-06,Uros Medic,Aalon Cruz,Uros Medic,-156,146,Uros Medic,favorite
UFC 259,Las Vegas,2021-03-06,Mario Bautista,Trevin Jones,Trevin Jones,-222,200,Mario Bautista,underdog
UFC 260,Las Vegas,2021-03-28,Stipe Miocic,Francis Ngannou,Francis Ngannou,125,-130,Francis Ngannou,favorite
UFC 260,Las Vegas,2021-03-28,Tyron Woodley,Vicente Luque,Vicente Luque,215,-227,Vicente Luque,favorite
UFC 260,Las Vegas,2021-03-28,Thomas Almeida,Sean O'Malley,Sean O'Malley,275,-303,Sean O'Malley,favorite
UFC 260,Las Vegas,2021-03-28,Gillian Robertson,Miranda Maverick,Miranda Maverick,147,-156,Miranda Maverick,favorite
UFC 260,Las Vegas,2021-03-28,Jamie Mullarkey,Khama Worthy,Jamie Mullarkey,112,-120,Khama Worthy,underdog
UFC 260,Las Vegas,2021-03-28,Fabio Cherant,Alonzo Menifield,Alonzo Menifield,270,-278,Alonzo Menifield,favorite
UFC 260,Las Vegas,2021-03-28,Abubakar Nurmagomedov,Jared Gooden,Abubakar Nurmagomedov,-227,206,Abubakar Nurmagomedov,favorite
UFC 260,Las Vegas,2021-03-28,Michal Oleksiejczuk,Modestas Bukauskas,Michal Oleksiejczuk,-164,155,Michal Oleksiejczuk,favorite
UFC 260,Las Vegas,2021-03-28,Omar Morales,Shane Young,Omar Morales,-182,175,Omar Morales,favorite
UFC 260,Las Vegas,2021-03-28,Abu Azaitar,Marc-Andre Barriault,Marc-Andre Barriault,109,-120,Marc-Andre Barriault,favorite
UFC FN,Las Vegas,2021-05-01,Dominick Reyes,Jiri Prochazka,Jiri Prochazka,115,-123,Jiri Prochazka,favorite
UFC FN,Las Vegas,2021-05-01,Cub Swanson,Giga Chikadze,Giga Chikadze,163,-135,Giga Chikadze,favorite
UFC FN,Las Vegas,2021-05-01,Sean Strickland,Krzysztof Jotko,Sean Strickland,-233,216,Sean Strickland,favorite
UFC FN,Las Vegas,2021-05-01,Merab Dvalishvili,Cody Stamann,Merab Dvalishvili,-227,215,Merab Dvalishvili,favorite
UFC FN,Las Vegas,2021-05-01,Randa Markos,Luana Pinheiro,Luana Pinheiro,155,-164,Luana Pinheiro,favorite
UFC FN,Las Vegas,2021-05-01,Kai Kamaka,T.J. Brown,T.J. Brown,-152,143,Kai Kamaka,underdog
UFC FN,Las Vegas,2021-05-01,Poliana Botelho,Luana Carolina,Luana Carolina,-222,218,Poliana Botelho,underdog
UFC FN,Las Vegas,2021-05-01,Loma Lookboonmee,Sam Hughes,Loma Lookboonmee,-333,330,Loma Lookboonmee,favorite
UFC FN,Las Vegas,2021-05-01,Felipe Colares,Luke Sanders,Felipe Colares,138,-139,Luke Sanders,underdog
UFC 262,Houston,2021-05-15,Charles Oliveira,Michael Chandler,Charles Oliveira,-125,118,Charles Oliveira,favorite
UFC 262,Houston,2021-05-15,Tony Ferguson,Beneil Dariush,Beneil Dariush,164,-164,Beneil Dariush,favorite
UFC 262,Houston,2021-05-15,Rogerio Bontorin,Matt Schnell,Rogerio Bontorin,143,-156,Matt Schnell,underdog
UFC 262,Houston,2021-05-15,Katlyn Cerminara,Viviane Araujo,Katlyn Cerminara,-135,123,Katlyn Cerminara,favorite
UFC 262,Houston,2021-05-15,Shane Burgos,Edson Barboza,Edson Barboza,-130,118,Shane Burgos,underdog
UFC 262,Houston,2021-05-15,Ronaldo Souza,Andre Muniz,Andre Muniz,-108,100,Ronaldo Souza,underdog
UFC 262,Houston,2021-05-15,Mike Grundy,Lando Vannata,Lando Vannata,-114,110,Mike Grundy,underdog
UFC 262,Houston,2021-05-15,Jordan Wright,Jamie Pickett,Jordan Wright,-106,-105,Jordan Wright,favorite
UFC 262,Houston,2021-05-15,Andrea Lee,Antonina Shevchenko,Andrea Lee,110,-122,Antonina Shevchenko,underdog
UFC 262,Houston,2021-05-15,Gina Mazany,Priscila Cachoeira,Priscila Cachoeira,-200,185,Gina Mazany,underdog
UFC 262,Houston,2021-05-15,Kevin Aguilar,Tucker Lutz,Tucker Lutz,104,-115,Tucker Lutz,favorite
UFC 262,Houston,2021-05-15,Christos Giagos,Sean Soriano,Christos Giagos,-204,190,Christos Giagos,favorite
UFC FN,Las Vegas,2021-05-22,Rob Font,Cody Garbrandt,Rob Font,-108,-104,Rob Font,favorite
UFC FN,Las Vegas,2021-05-22,Yan Xiaonan,Carla Esparza,Carla Esparza,-115,108,Yan Xiaonan,underdog
UFC FN,Las Vegas,2021-05-22,Justin Tafa,Jared Vanderaa,Jared Vanderaa,-172,160,Justin Tafa,underdog
UFC FN,Las Vegas,2021-05-22,Felicia Spencer,Norma Dumont,Norma Dumont,-147,145,Felicia Spencer,underdog
UFC FN,Las Vegas,2021-05-22,Ricardo Ramos,Bill Algeo,Ricardo Ramos,109,-118,Bill Algeo,underdog
UFC FN,Las Vegas,2021-05-22,Jack Hermansson,Edmen Shahbazyan,Jack Hermansson,-149,138,Jack Hermansson,favorite
UFC FN,Las Vegas,2021-05-22,Ben Rothwell,Chris Barnett,Ben Rothwell,-303,263,Ben Rothwell,favorite
UFC FN,Las Vegas,2021-05-22,Claudio Silva,Court McGee,Court McGee,-101,-105,Court McGee,favorite
UFC FN,Las Vegas,2021-05-22,Bruno Silva,Victor Rodriguez,Bruno Silva,-323,284,Bruno Silva,favorite
UFC FN,Las Vegas,2021-05-22,Joshua Culibao,Yilan Sha,Joshua Culibao,-244,216,Joshua Culibao,favorite
UFC FN,Las Vegas,2021-05-22,Damir Ismagulov,Rafael Alves,Damir Ismagulov,-526,450,Damir Ismagulov,favorite
UFC 263,Arizona,2021-06-12,Israel Adesanya,Marvin Vettori,Israel Adesanya,-250,225,Israel Adesanya,favorite
UFC 263,Arizona,2021-06-12,Deiveson Figueiredo,Brandon Moreno,Brandon Moreno,-222,200,Deiveson Figueiredo,underdog
UFC 263,Arizona,2021-06-12,Nate Diaz,Leon Edwards,Leon Edwards,472,-455,Leon Edwards,favorite
UFC 263,Arizona,2021-06-12,Demian Maia,Belal Muhammad,Belal Muhammad,217,-222,Belal Muhammad,favorite
UFC 263,Arizona,2021-06-12,Paul Craig,Jamahal Hill,Paul Craig,254,-278,Jamahal Hill,underdog
UFC 263,Arizona,2021-06-12,Drew Dober,Brad Riddell,Brad Riddell,-135,123,Drew Dober,underdog
UFC 263,Arizona,2021-06-12,Darren Stewart,Eryk Anders,Eryk Anders,133,-145,Eryk Anders,favorite
UFC 263,Arizona,2021-06-12,Lauren Murphy,Joanne Wood,Lauren Murphy,133,-143,Joanne Wood,underdog
UFC 263,Arizona,2021-06-12,Hakeem Dawodu,Movsar Evloev,Movsar Evloev,201,-227,Movsar Evloev,favorite
UFC 263,Arizona,2021-06-12,Pannie Kianzad,Alexis Davis,Pannie Kianzad,-185,180,Pannie Kianzad,favorite
UFC 263,Arizona,2021-06-12,Matt Frevola,Terrance McKinney,Terrance McKinney,-263,225,Matt Frevola,underdog
UFC 263,Arizona,2021-06-12,Steven Peterson,Chase Hooper,Steven Peterson,-112,102,Steven Peterson,favorite
UFC 263,Arizona,2021-06-12,Fares Ziam,Luigi Vendramini,Fares Ziam,-132,118,Fares Ziam,favorite
UFC 263,Arizona,2021-06-12,Carlos Felipe,Jake Collier,Carlos Felipe,-167,153,Carlos Felipe,favorite
UFC FN,Las Vegas,2021-07-17,Islam Makhachev,Thiago Moises,Islam Makhachev,-588,490,Islam Makhachev,favorite
UFC FN,Las Vegas,2021-07-17,Miesha Tate,Marion Reneau,Miesha Tate,-130,123,Miesha Tate,favorite
UFC FN,Las Vegas,2021-07-17,Mateusz Gamrot,Jeremy Stephens,Mateusz Gamrot,-200,195,Mateusz Gamrot,favorite
UFC FN,Las Vegas,2021-07-17,Rodolfo Vieira,Dustin Stoltzfus,Rodolfo Vieira,-222,198,Rodolfo Vieira,favorite
UFC FN,Las Vegas,2021-07-17,Billy Quarantillo,Gabriel Benitez,Billy Quarantillo,165,-172,Gabriel Benitez,underdog
UFC FN,Las Vegas,2021-07-17,Daniel Rodriguez,Preston Parsons,Daniel Rodriguez,-250,225,Daniel Rodriguez,favorite
UFC FN,Las Vegas,2021-07-17,Amanda Lemos,Montserrat Ruiz,Amanda Lemos,-455,415,Amanda Lemos,favorite
UFC FN,Las Vegas,2021-07-17,Khalid Taha,Sergey Morozov,Sergey Morozov,-161,145,Khalid Taha,underdog
UFC FN,Las Vegas,2021-07-17,Francisco Figueiredo,Malcolm Gordon,Malcolm Gordon,-303,265,Francisco Figueiredo,underdog
UFC FN,Las Vegas,2021-08-21,Kelvin Gastelum,Jared Cannonier,Jared Cannonier,125,-130,Jared Cannonier,favorite
UFC FN,Las Vegas,2021-08-21,Clay Guida,Mark O. Madsen,Mark O. Madsen,146,-145,Mark O. Madsen,favorite
UFC FN,Las Vegas,2021-08-21,Chase Sherman,Parker Porter,Parker Porter,-172,165,Chase Sherman,underdog
UFC FN,Las Vegas,2021-08-21,Saidyokub Kakhramonov,Trevin Jones,Saidyokub Kakhramonov,137,-145,Trevin Jones,underdog
UFC FN,Las Vegas,2021-08-21,Vinc Pichel,Austin Hubbard,Vinc Pichel,-118,119,Vinc Pichel,favorite
UFC FN,Las Vegas,2021-08-21,Alexandre Pantoja,Brandon Royval,Alexandre Pantoja,-149,150,Alexandre Pantoja,favorite
UFC FN,Las Vegas,2021-08-21,Luis Saldana,Austin Lingo,Austin Lingo,-110,104,Luis Saldana,underdog
UFC FN,Las Vegas,2021-08-21,Brian Kelleher,Domingo Pilarte,Brian Kelleher,-161,150,Brian Kelleher,favorite
UFC FN,Las Vegas,2021-08-21,Bea Malecki,Josiane Nunes,Josiane Nunes,-145,140,Bea Malecki,underdog
UFC FN,Las Vegas,2021-08-21,William Knight,Fabio Cherant,William Knight,-161,152,William Knight,favorite
UFC FN,Las Vegas,2021-08-21,Roosevelt Roberts,Ignacio Bahamondes,Ignacio Bahamondes,-145,144,Roosevelt Roberts,underdog
UFC FN,Las Vegas,2021-08-21,Ramiz Brahimaj,Sasha Palatnikov,Ramiz Brahimaj,-145,150,Ramiz Brahimaj,favorite
UFC FN,Las Vegas,2021-08-28,Edson Barboza,Giga Chikadze,Giga Chikadze,-116,110,Edson Barboza,underdog
UFC FN,Las Vegas,2021-08-28,Bryan Battle,Gilbert Urbina,Bryan Battle,-164,164,Bryan Battle,favorite
UFC FN,Las Vegas,2021-08-28,Ricky Turcios,Brady Hiestand,Ricky Turcios,-147,138,Ricky Turcios,favorite
UFC FN,Las Vegas,2021-08-28,Daniel Rodriguez,Kevin Lee,Daniel Rodriguez,130,-135,Kevin Lee,underdog
UFC FN,Las Vegas,2021-08-28,Andre Petroski,Micheal Gillmore,Andre Petroski,-500,450,Andre Petroski,favorite
UFC FN,Las Vegas,2021-08-28,Gerald Meerschaert,Makhmud Muradov,Gerald Meerschaert,550,-588,Makhmud Muradov,underdog
UFC FN,Las Vegas,2021-08-28,Abdul Razak Alhassan,Alessio Di Chirico,Abdul Razak Alhassan,210,-233,Alessio Di Chirico,underdog
UFC FN,Las Vegas,2021-08-28,Sam Alvey,Wellington Turman,Wellington Turman,112,-120,Wellington Turman,favorite
UFC FN,Las Vegas,2021-08-28,Dustin Jacoby,Darren Stewart,Dustin Jacoby,-179,180,Dustin Jacoby,favorite
UFC FN,Las Vegas,2021-08-28,Vanessa Demopoulos,J.J. Aldrich,J.J. Aldrich,355,-357,J.J. Aldrich,favorite
UFC FN,Las Vegas,2021-08-28,Pat Sabatini,Jamall Emmers,Pat Sabatini,132,-135,Jamall Emmers,underdog
UFC FN,Las Vegas,2021-08-28,Mana Martinez,Guido Cannetti,Mana Martinez,-263,240,Mana Martinez,favorite
UFC FN,Las Vegas,2021-09-04,Darren Till,Derek Brunson,Derek Brunson,-167,155,Darren Till,underdog
UFC FN,Las Vegas,2021-09-04,Tom Aspinall,Sergey Spivak,Tom Aspinall,-233,215,Tom Aspinall,favorite
UFC FN,Las Vegas,2021-09-04,David Zawada,Alex Morono,Alex Morono,140,-139,Alex Morono,favorite
UFC FN,Las Vegas,2021-09-04,Khalil Rountree,Modestas Bukauskas,Khalil Rountree,131,-149,Modestas Bukauskas,underdog
UFC FN,Las Vegas,2021-09-04,Luigi Vendramini,Paddy Pimblett,Paddy Pimblett,125,-135,Paddy Pimblett,favorite
UFC FN,Las Vegas,2021-09-04,Molly McCann,Ji Yeon Kim,Molly McCann,105,-108,Ji Yeon Kim,underdog
UFC FN,Las Vegas,2021-09-04,Jack Shore,Liudvik Sholinian,Jack Shore,-455,400,Jack Shore,favorite
UFC FN,Las Vegas,2021-09-04,Charles Jourdain,Julian Erosa,Julian Erosa,-179,163,Charles Jourdain,underdog
UFC FN,Las Vegas,2021-09-04,Dalcha Lungiambula,Marc-Andre Barriault,Marc-Andre Barriault,145,-154,Marc-Andre Barriault,favorite
UFC 266,Las Vegas,2021-09-25,Alex Volkanovski,Brian Ortega,Alex Volkanovski,-175,162,Alex Volkanovski,favorite
UFC 266,Las Vegas,2021-09-25,Valentina Shevchenko,Lauren Murphy,Valentina Shevchenko,-1250,980,Valentina Shevchenko,favorite
